,종목코드,종목명,fullCode
724,A024910,경창산업,KR7024910002
725,A024940,PN풍년,KR7024940009
726,A024950,삼천리자전거,KR7024950008
727,A025000,KPX케미칼,KR7025000001
728,A025100,포스코이앤씨,KR7025100009
729,A025320,시노펙스,KR7025320003
730,A025440,DH오토웨어,KR7025440009
731,A025530,SJM홀딩스,KR7025530007
732,A025540,한국단자,KR7025540006
733,A025550,한국선재,KR7025550005
734,A025560,미래산업,KR7025560004
735,A025620,제이준코스메틱,KR7025620006
736,A025750,한솔홈데코,KR7025750001
737,A025770,한국정보통신,KR7025770009
738,A025820,이구산업,KR7025820002
739,A025860,남해화학,KR7025860008
740,A025870,신라에스지,KR7025870007
741,A025880,케이씨피드,KR7025880006
742,A025890,한국주강,KR7025890005
743,A025900,동화기업,KR7025900002
744,A025950,동신건설,KR7025950007
745,A025980,아난티,KR7025980004
746,A026040,제이에스티나,KR7026040006
747,A026150,특수건설,KR7026150003
748,A026710,동진건설,KR7026710004
749,A026890,스틱인베스트먼트,KR7026890004
750,A026910,광진실업,KR7026910000
751,A026940,부국철강,KR7026940007
752,A026960,동서,KR7026960005
753,A026970,대백저축은행,KR7026970004
754,A027040,서울전자통신,KR7027040005
755,A027050,코리아나,KR7027050004
756,A027360,아주IB투자,KR7027360007
757,A027410,BGF,KR7027410000
758,A027580,상보,KR7027580000
759,A027710,팜스토리,KR7027710003
760,A027740,마니커,KR7027740000
761,A027830,대성창투,KR7027830009
762,A027970,세하,KR7027970003
763,A028050,삼성엔지니어링,KR7028050003
764,A028080,휴맥스홀딩스,KR7028080000
765,A028100,동아지질,KR7028100006
766,A028260,삼성물산,KR7028260008
767,A02826K,삼성물산우B,KR702826K016
768,A028300,HLB,KR7028300002
769,A028670,팬오션,KR7028670008
770,A029460,케이씨,KR7029460003
771,A029480,광무,KR7029480001
772,A029530,신도리코,KR7029530003
773,A029780,삼성카드,KR7029780004
774,A029960,코엔텍,KR7029960002
775,A030000,제일기획,KR7030000004
776,A030010,하이투자증권,KR7030010003
777,A030190,NICE평가정보,KR7030190003
778,A030200,KT,KR7030200000
779,A030210,다올투자증권,KR7030210009
780,A030350,드래곤플라이,KR7030350003
781,A030520,한글과컴퓨터,KR7030520001
782,A030530,원익홀딩스,KR7030530000
783,A030610,교보증권,KR7030610000
784,A030720,동원수산,KR7030720007
785,A030790,비케이탑스,KR7030790000
786,A030960,양지사,KR7030960009
787,A031310,아이즈비전,KR7031310006
788,A031330,에스에이엠티,KR7031330004
789,A031430,신세계인터내셔날,KR7031430002
790,A031440,신세계푸드,KR7031440001
791,A031510,오스템,KR7031510001
792,A031690,아이디스파워텔,KR7031690001
793,A031820,콤텍시스템,KR7031820004
794,A031860,엔에스엔,KR7031860000
795,A031980,피에스케이홀딩스,KR7031980006
796,A032040,씨앤에스자산관리,KR7032040008
797,A032080,아즈텍WB,KR7032080004
798,A032190,다우데이타,KR7032190001
799,A032280,삼일,KR7032280000
800,A032300,한국파마,KR7032300006
801,A032350,롯데관광개발,KR7032350001
802,A032500,케이엠더블유,KR7032500001
803,A032540,TJ미디어,KR7032540007
804,A032560,황금에스티,KR7032560005
805,A032580,피델릭스,KR7032580003
806,A032620,유비케어,KR7032620007
807,A032640,LG유플러스,KR7032640005
808,A032680,소프트센,KR7032680001
809,A032685,소프트센우,KR7032681009
810,A032750,삼진,KR7032750002
811,A032790,엠젠솔루션,KR7032790008
812,A032800,판타지오,KR7032800005
813,A032820,우리기술,KR7032820003
814,A032830,삼성생명,KR7032830002
815,A032850,비트컴퓨터,KR7032850000
816,A032860,휴먼엔,KR7032860009
817,A032940,원익,KR7032940009
818,A032960,동일기연,KR7032960007
819,A032980,바이온,KR7032980005
820,A033050,제이엠아이,KR7033050006
821,A033100,제룡전기,KR7033100009
822,A033130,디지틀조선,KR7033130006
823,A033160,엠케이전자,KR7033160003
824,A033170,시그네틱스,KR7033170002
825,A033180,KH 필룩스,KR7033180001
826,A033200,모아텍,KR7033200007
827,A033230,인성정보,KR7033230004
828,A033240,자화전자,KR7033240003
829,A033250,체시스,KR7033250002
830,A033270,유나이티드제약,KR7033270000
831,A033290,코웰패션,KR7033290008
832,A033310,엠투엔,KR7033310004
833,A033320,제이씨현시스템,KR7033320003
834,A033340,좋은사람들,KR7033340001
835,A033480,제주국제컨벤,KR7033480005
836,A033500,동성화인텍,KR7033500000
837,A033530,세종공업,KR7033530007
838,A033540,파라텍,KR7033540006
839,A033560,블루콤,KR7033560004
840,A033640,네패스,KR7033640004
841,A033780,KT&G,KR7033780008
842,A033790,스카이문스테크놀로지,KR7033790007
843,A033830,티비씨,KR7033830001
844,A033920,무학,KR7033920000
845,A034020,두산에너빌리티,KR7034020008
846,A034120,SBS,KR7034120006
847,A034220,LG디스플레이,KR7034220004
848,A034230,파라다이스,KR7034230003
849,A034300,신세계건설,KR7034300004
850,A034310,NICE,KR7034310003
851,A034590,인천도시가스,KR7034590000
852,A034730,SK,KR7034730002
853,A03473K,SK우,KR703473K016
854,A034810,해성산업,KR7034810002
855,A03481K,해성산업1우,KR703481K019
856,A034830,한국토지신탁,KR7034830000
857,A034940,조아제약,KR7034940007
858,A034950,한국기업평가,KR7034950006
859,A035000,지투알,KR7035000009
860,A035080,그래디언트,KR7035080001
861,A035150,백산,KR7035150002
862,A035200,프럼파스트,KR7035200005
863,A035250,강원랜드,KR7035250000
864,A035290,골드앤에스,KR7035290006
865,A035420,NAVER,KR7035420009
866,A035430,드림라인,KR7035430008
867,A035460,기산텔레콤,KR7035460005
868,A035510,신세계 I&C,KR7035510007
869,A035600,KG이니시스,KR7035600006
870,A035610,솔본,KR7035610005
871,A035620,바른손이앤에이,KR7035620004
872,A035720,카카오,KR7035720002
873,A035760,CJ ENM,KR7035760008
874,A035810,이지홀딩스,KR7035810001
875,A035890,서희건설,KR7035890003
876,A035900,JYP Ent.,KR7035900000
877,A036000,예림당,KR7036000008
878,A036010,아비코전자,KR7036010007
879,A036030,케이티알파,KR7036030005
880,A036090,위지트,KR7036090009
881,A036120,SCI평가정보,KR7036120004
882,A036150,에스피반도체,KR7036150001
883,A036170,클라우드에어,KR7036170009
884,A036180,지더블유바이텍,KR7036180008
885,A036190,금화피에스시,KR7036190007
886,A036200,유니셈,KR7036200004
887,A036220,오상헬스케어,KR7036220002
888,A036420,콘텐트리중앙,KR7036420008
889,A036460,한국가스공사,KR7036460004
890,A036480,대성미생물,KR7036480002
891,A036530,SNT홀딩스,KR7036530004
892,A036540,SFA반도체,KR7036540003
893,A036560,영풍정밀,KR7036560001
894,A036570,엔씨소프트,KR7036570000
895,A036580,팜스코,KR7036580009
896,A036620,감성코퍼레이션,KR7036620003
897,A036630,세종텔레콤,KR7036630002
898,A036640,HRS,KR7036640001
899,A036670,KCI,KR7036670008
900,A036690,코맥스,KR7036690006
901,A036710,심텍홀딩스,KR7036710002
902,A036800,나이스정보통신,KR7036800001
903,A036810,에프에스티,KR7036810000
904,A036830,솔브레인홀딩스,KR7036830008
905,A036890,진성티이씨,KR7036890002
906,A036930,주성엔지니어링,KR7036930006
907,A037030,파워넷,KR7037030004
908,A037070,파세코,KR7037070000
909,A037230,한국팩키지,KR7037230000
910,A037270,YG PLUS,KR7037270006
911,A037330,인지디스플레,KR7037330008
912,A037340,씨엘인터내셔널,KR7037340007
913,A037350,성도이엔지,KR7037350006
914,A037370,EG,KR7037370004
915,A037400,우리엔터프라이즈,KR7037400009
916,A037440,희림,KR7037440005
917,A037460,삼지전자,KR7037460003
918,A037560,LG헬로비전,KR7037560000
919,A037640,지에스엔텍,KR7037640000
920,A037710,광주신세계,KR7037710001
921,A037760,쎄니트,KR7037760006
922,A037890,에어미디어,KR7037890001
923,A037950,엘컴텍,KR7037950003
924,A038010,제일테크노스,KR7038010005
925,A038060,루멘스,KR7038060000
926,A038070,서린바이오,KR7038070009
927,A038110,에코플라스틱,KR7038110003
928,A038290,마크로젠,KR7038290003
929,A038340,MIT,KR7038340006
930,A038390,레드캡투어,KR7038390001
931,A038460,바이오스마트,KR7038460002
932,A038500,삼표시멘트,KR7038500005
933,A038520,오리엔트전자,KR7038520003
934,A038530,케이바이오,KR7038530002
935,A038540,상상인,KR7038540001
936,A038620,위즈코프,KR7038620001
937,A038680,에스넷,KR7038680005
938,A038870,에코바이오,KR7038870002
939,A038880,아이에이,KR7038880001
940,A038950,파인디지털,KR7038950002
941,A039010,현대에이치티,KR7039010004
942,A039020,이건홀딩스,KR7039020003
943,A039030,이오테크닉스,KR7039030002
944,A039130,하나투어,KR7039130000
945,A039200,오스코텍,KR7039200001
946,A039240,경남스틸,KR7039240007
947,A039290,인포뱅크,KR7039290002
948,A039310,세중,KR7039310008
949,A039340,한국경제TV,KR7039340005
950,A039420,케이엘넷,KR7039420005
951,A039440,에스티아이,KR7039440003
952,A039490,키움증권,KR7039490008
953,A039560,다산네트웍스,KR7039560008
954,A039570,HDC랩스,KR7039570007
955,A039610,화성밸브,KR7039610001
956,A039740,한국정보공학,KR7039740006
957,A039830,오로라,KR7039830005
958,A039840,디오,KR7039840004
959,A039860,나노엔텍,KR7039860002
960,A039980,리노스,KR7039980008
961,A040100,케이아이티,KR7040100000
962,A040160,누리플렉스,KR7040160004
963,A040300,YTN,KR7040300006
964,A040350,큐로컴,KR7040350001
965,A040420,정상제이엘에스,KR7040420002
966,A040470,코리아2000,KR7040470007
967,A040610,SG&G,KR7040610008
968,A040830,롯데글로벌로지스,KR7040830002
969,A040910,아이씨디,KR7040910002
970,A041020,폴라리스오피스,KR7041020009
971,A041190,우리기술투자,KR7041190000
972,A041440,현대에버다임,KR7041440009
973,A041460,한국전자인증,KR7041460007
974,A041510,에스엠,KR7041510009
975,A041520,이라이콤,KR7041520008
976,A041590,플래스크,KR7041590001
977,A041650,상신브레이크,KR7041650003
978,A041710,씽크풀,KR7041710005
979,A041830,인바디,KR7041830001
980,A041910,에스텍파마,KR7041910001
981,A041920,메디아나,KR7041920000
982,A041930,동아화성,KR7041930009
983,A041960,코미팜,KR7041960006
984,A042000,카페24,KR7042000000
985,A042040,케이피엠테크,KR7042040006
986,A042110,에스씨디,KR7042110007
987,A042370,비츠로테크,KR7042370007
988,A042380,세메스,KR7042380006
989,A042420,네오위즈홀딩스,KR7042420000
990,A042500,링네트,KR7042500009
991,A042510,라온시큐어,KR7042510008
992,A042520,한스바이오메드,KR7042520007
993,A042600,새로닉스,KR7042600007
994,A042660,한화오션,KR7042660001
995,A042670,HD현대인프라코어,KR7042670000
996,A042700,한미반도체,KR7042700005
997,A042940,상지카일룸,KR7042940007
998,A043090,엑서지21,KR7043090000
999,A043100,솔고바이오,KR7043100007
1000,A043150,바텍,KR7043150002
1001,A043200,파루,KR7043200005
1002,A043220,티에스넥스젠,KR7043220003
1003,A043260,성호전자,KR7043260009
1004,A043340,에쎈테크,KR7043340009
1005,A043360,디지아이,KR7043360007
1006,A043370,피에이치에이,KR7043370006
1007,A043500,드림텍,KR7043500008
1008,A043590,웰킵스하이텍,KR7043590009
1009,A043610,지니뮤직,KR7043610005
1010,A043650,국순당,KR7043650001
1011,A043710,서울리거,KR7043710003
1012,A043720,안국바이오진단,KR7043720002
1013,A043910,자연과환경,KR7043910009
1014,A044060,조광ILI,KR7044060002
1015,A044180,KD,KR7044180008
1016,A044340,위닉스,KR7044340008
1017,A044380,주연테크,KR7044380004
1018,A044450,KSS해운,KR7044450005
1019,A044480,블레이드 Ent,KR7044480002
1020,A044490,태웅,KR7044490001
1021,A044780,에이치케이,KR7044780005
1022,A044820,코스맥스비티아이,KR7044820009
1023,A044960,이글벳,KR7044960003
1024,A044990,에이치엔에스하이텍,KR7044990000
1025,A045020,포앤티,KR7045020005
1026,A045060,오공,KR7045060001
1027,A045100,한양이엔지,KR7045100005
1028,A045300,성우테크론,KR7045300001
1029,A045340,토탈소프트,KR7045340007
1030,A045390,대아티아이,KR7045390002
1031,A045510,정원엔시스,KR7045510005
1032,A045520,크린앤사이언스,KR7045520004
1033,A045660,에이텍,KR7045660008
1034,A045970,코아시아,KR7045970001
1035,A046070,코다코,KR7046070009
1036,A046120,오르비텍,KR7046120002
1037,A046140,SBS콘텐츠허브,KR7046140000
1038,A046210,파나진,KR7046210001
1039,A046290,엠캐피탈,KR7046290003
1040,A046310,백금T&A,KR7046310009
1041,A046390,삼화네트웍스,KR7046390001
1042,A046440,KG모빌리언스,KR7046440004
1043,A046890,서울반도체,KR7046890000
1044,A046940,우원개발,KR7046940003
1045,A046970,우리로,KR7046970000
1046,A047040,대우건설,KR7047040001
1047,A047050,포스코인터내셔널,KR7047050000
1048,A047080,한빛소프트,KR7047080007
1049,A047310,파워로직스,KR7047310008
1050,A047400,유니온머티리얼,KR7047400007
1051,A047560,이스트소프트,KR7047560008
1052,A047770,코데즈컴바인,KR7047770003
1053,A047810,한국항공우주,KR7047810007
1054,A047820,초록뱀미디어,KR7047820006
1055,A047920,HLB제약,KR7047920004
1056,A048260,오스템임플란트,KR7048260004
1057,A048410,현대바이오,KR7048410005
1058,A048430,유라테크,KR7048430003
1059,A048470,대동스틸,KR7048470009
1060,A048530,인트론바이오,KR7048530000
1061,A048550,SM C&C,KR7048550008
1062,A048770,TPC,KR7048770002
1063,A048830,엔피케이,KR7048830004
1064,A048870,시너지이노베이션,KR7048870000
1065,A048910,대원미디어,KR7048910004
1066,A049070,인탑스,KR7049070006
1067,A049080,기가레인,KR7049080005
1068,A049120,파인디앤씨,KR7049120009
1069,A049130,하우리,KR7049130008
1070,A049180,셀루메드,KR7049180003
1071,A049410,아주엠씨엠,KR7049410004
1072,A049430,코메론,KR7049430002
1073,A049470,SGA,KR7049470008
1074,A049480,오픈베이스,KR7049480007
1075,A049500,케이알투자증권,KR7049500002
1076,A049520,유아이엘,KR7049520000
1077,A049550,잉크테크,KR7049550007
1078,A049630,재영솔루텍,KR7049630007
1079,A049720,고려신용정보,KR7049720006
1080,A049770,동원F&B,KR7049770001
1081,A049800,우진플라임,KR7049800006
1082,A049830,승일,KR7049830003
1083,A049950,미래컴퍼니,KR7049950009
1084,A049960,쎌바이오텍,KR7049960008
1085,A050090,비케이홀딩스,KR7050090000
1086,A050110,캠시스,KR7050110006
1087,A050120,ES큐브,KR7050120005
1088,A050480,마이다스IT,KR7050480003
1089,A050760,에스폴리텍,KR7050760008
1090,A050860,아세아텍,KR7050860006
1091,A050890,쏠리드,KR7050890003
1092,A050960,수산아이앤티,KR7050960004
1093,A051160,지어소프트,KR7051160000
1094,A051360,토비스,KR7051360006
1095,A051370,인터플렉스,KR7051370005
1096,A051380,피씨디렉트,KR7051380004
1097,A051390,YW,KR7051390003
1098,A051490,나라엠앤디,KR7051490001
1099,A051500,CJ프레시웨이,KR7051500007
1100,A051600,한전KPS,KR7051600005
1101,A051630,진양화학,KR7051630002
1102,A051780,큐로홀딩스,KR7051780005
1103,A051900,LG생활건강,KR7051900009
1104,A051905,LG생활건강우,KR7051901007
1105,A051910,LG화학,KR7051910008
1106,A051915,LG화학우,KR7051911006
1107,A051980,중앙디앤엠,KR7051980001
1108,A052020,에스티큐브,KR7052020005
1109,A052220,iMBC,KR7052220001
1110,A052260,현대바이오랜드,KR7052260007
1111,A052300,초록뱀컴퍼니,KR7052300001
1112,A052330,코텍,KR7052330008
1113,A052400,코나아이,KR7052400009
1114,A052420,오성첨단소재,KR7052420007
1115,A052460,아이크래프트,KR7052460003
1116,A052600,한네트,KR7052600004
1117,A052670,제일바이오,KR7052670007
1118,A052690,한전기술,KR7052690005
1119,A052710,아모텍,KR7052710001
1120,A052770,아이톡시,KR7052770005
1121,A052790,액토즈소프트,KR7052790003
1122,A052860,아이앤씨,KR7052860004
1123,A052900,KX하이텍,KR7052900008
1124,A052960,태양3C,KR7052960002
1125,A053030,바이넥스,KR7053030003
1126,A053050,지에스이,KR7053050001
1127,A053060,세동,KR7053060000
1128,A053080,케이엔솔,KR7053080008
1129,A053160,프리엠스,KR7053160008
1130,A053210,스카이라이프,KR7053210001
1131,A053260,금강철강,KR7053260006
1132,A053270,구영테크,KR7053270005
1133,A053280,예스24,KR7053280004
1134,A053290,NE능률,KR7053290003
1135,A053300,한국정보인증,KR7053300000
1136,A053350,이니텍,KR7053350005
1137,A053450,세코닉스,KR7053450003
1138,A053580,웹케시,KR7053580007
1139,A053590,한국테크놀로지,KR7053590006
1140,A053610,프로텍,KR7053610002
1141,A053620,태양,KR7053620001
1142,A053690,한미글로벌,KR7053690004
1143,A053700,삼보모터스,KR7053700001
1144,A053800,안랩,KR7053800009
1145,A053950,경남제약,KR7053950002
1146,A053980,오상자이엘,KR7053980009
1147,A054040,한국컴퓨터,KR7054040001
1148,A054050,농우바이오,KR7054050000
1149,A054090,삼진엘앤디,KR7054090006
1150,A054180,메디콕스,KR7054180005
1151,A054190,한국우사회,KR7054190004
1152,A054210,이랜텍,KR7054210000
1153,A054220,비츠로시스,KR7054220009
1154,A054300,팬스타엔터프라이즈,KR7054300009
1155,A054410,케이피티유,KR7054410006
1156,A054450,텔레칩스,KR7054450002
1157,A054540,삼영엠텍,KR7054540000
1158,A054620,APS,KR7054620000
1159,A054630,에이디칩스,KR7054630009
1160,A054670,대한뉴팜,KR7054670005
1161,A054780,키이스트,KR7054780002
1162,A054800,아이디스홀딩스,KR7054800008
1163,A054920,한컴위드,KR7054920004
1164,A054930,유신,KR7054930003
1165,A054940,엑사이엔씨,KR7054940002
1166,A054950,제이브이엠,KR7054950001
1167,A055490,테이팩스,KR7055490007
1168,A055550,신한지주,KR7055550008
1169,A056080,유진로봇,KR7056080005
1170,A056090,이노시스,KR7056090004
1171,A056190,에스에프에이,KR7056190002
1172,A056360,코위버,KR7056360001
1173,A056700,신화인터텍,KR7056700008
1174,A056730,CNT85,KR7056730005
1175,A057030,YBM넷,KR7057030009
1176,A057050,현대홈쇼핑,KR7057050007
1177,A057540,옴니시스템,KR7057540007
1178,A057680,티사이언티픽,KR7057680001
1179,A057880,피에이치씨,KR7057880007
1180,A058110,멕아이씨에스,KR7058110008
1181,A058220,아리온,KR7058220005
1182,A058400,KNN,KR7058400003
1183,A058430,포스코스틸리온,KR7058430000
1184,A058450,엔터파트너즈,KR7058450008
1185,A058470,리노공업,KR7058470006
1186,A058530,파나케이아,KR7058530007
1187,A058610,에스피지,KR7058610007
1188,A058630,엠게임,KR7058630005
1189,A058650,세아홀딩스,KR7058650003
1190,A058730,다스코,KR7058730003
1191,A058820,CMG제약,KR7058820002
1192,A058850,KTcs,KR7058850009
1193,A058860,KTis,KR7058860008
1194,A058970,엠로,KR7058970005
1195,A059090,미코,KR7059090001
1196,A059100,아이컴포넌트,KR7059100008
1197,A059120,아진엑스텍,KR7059120006
1198,A059210,메타바이오메드,KR7059210005
1199,A059270,해성티피씨,KR7059270009
1200,A060150,인선이엔티,KR7060150000
1201,A060230,소니드,KR7060230000
1202,A060240,룽투코리아,KR7060240009
1203,A060250,NHN KCP,KR7060250008
1204,A060260,뉴보텍,KR7060260007
1205,A060280,큐렉소,KR7060280005
1206,A060310,3S,KR7060310000
1207,A060370,KT서브마린,KR7060370004
1208,A060380,동양에스텍,KR7060380003
1209,A060480,국일신동,KR7060480001
1210,A060540,에스에이티,KR7060540002
1211,A060560,홈센타홀딩스,KR7060560000
1212,A060570,드림어스컴퍼니,KR7060570009
1213,A060590,씨티씨바이오,KR7060590007
1214,A060720,KH바텍,KR7060720000
1215,A060850,영림원소프트랩,KR7060850005
1216,A060900,DGP,KR7060900008
1217,A060910,프리젠,KR7060910007
1218,A060980,HL홀딩스,KR7060980000
1219,A061040,알에프텍,KR7061040002
1220,A061250,화일약품,KR7061250007
1221,A061610,투에버,KR7061610002
1222,A061970,LB세미콘,KR7061970000
1223,A062860,티엘아이,KR7062860002
1224,A062970,피피아이,KR7062970009
1225,A063080,컴투스홀딩스,KR7063080006
1226,A063160,종근당바이오,KR7063160006
1227,A063170,서울옥션,KR7063170005
1228,A063180,유니텍,KR7063180004
1229,A063440,SM Life Design,KR7063440002
1230,A063570,한국전자금융,KR7063570006
1231,A063760,이엘피,KR7063760003
1232,A064090,웨스트라이즈,KR7064090004
1233,A064240,홈캐스트,KR7064240005
1234,A064260,다날,KR7064260003
1235,A064290,인텍플러스,KR7064290000
1236,A064350,현대로템,KR7064350002
1237,A064480,브리지텍,KR7064480007
1238,A064520,테크엘,KR7064520000
1239,A064550,바이오니아,KR7064550007
1240,A064760,티씨케이,KR7064760002
1241,A064800,젬백스링크,KR7064800006
1242,A064820,케이프,KR7064820004
1243,A064850,에프앤가이드,KR7064850001
1244,A064960,SNT모티브,KR7064960008
1245,A065050,조인트리,KR7065050007
1246,A065060,지엔코,KR7065060006
1247,A065130,탑엔지니어링,KR7065130007
1248,A065150,DSEN,KR7065150005
1249,A065170,비엘팜텍,KR7065170003
1250,A065310,더스텔라,KR7065310005
1251,A065350,신성델타테크,KR7065350001
1252,A065370,위세아이텍,KR7065370009
1253,A065420,에스아이리소스,KR7065420002
1254,A065440,이루온,KR7065440000
1255,A065450,빅텍,KR7065450009
1256,A065500,오리엔트정공,KR7065500001
1257,A065510,휴비츠,KR7065510000
1258,A065530,와이어블,KR7065530008
1259,A065560,녹원씨엔아이,KR7065560005
1260,A065570,삼영이엔씨,KR7065570004
1261,A065650,메디프론,KR7065650004
1262,A065660,안트로젠,KR7065660003
1263,A065680,우주일렉트로,KR7065680001
1264,A065690,파커스,KR7065690000
1265,A065710,서호전기,KR7065710006
1266,A065770,CS,KR7065770000
1267,A065950,웰크론,KR7065950008
1268,A066130,하츠,KR7066130006
1269,A066190,삼중테크,KR7066190000
1270,A066290,시큐아이,KR7066290008
1271,A066310,큐에스아이,KR7066310004
1272,A066360,체리부로,KR7066360009
1273,A066400,HANATOURIST,KR7066400003
1274,A066410,버킷스튜디오,KR7066410002
1275,A066430,와이오엠,KR7066430000
1276,A066570,LG전자,KR7066570003
1277,A066575,LG전자우,KR7066571001
1278,A066590,우수AMS,KR7066590001
1279,A066620,국보디자인,KR7066620006
1280,A066670,디스플레이텍,KR7066670001
1281,A066700,테라젠이텍스,KR7066700006
1282,A066790,씨씨에스,KR7066790007
1283,A066830,제노텍,KR7066830001
1284,A066870,비트로시스 농업회사법인,KR7066870007
1285,A066900,디에이피,KR7066900002
1286,A066910,손오공,KR7066910001
1287,A066970,엘앤에프,KR7066970005
1288,A066980,이엔코퍼레이션,KR7066980004
1289,A067000,조이시티,KR7067000000
1290,A067010,이씨에스,KR7067010009
1291,A067080,대화제약,KR7067080002
1292,A067160,아프리카TV,KR7067160002
1293,A067170,오텍,KR7067170001
1294,A067280,멀티캠퍼스,KR7067280008
1295,A067290,JW신약,KR7067290007
1296,A067310,하나마이크론,KR7067310003
1297,A067370,선바이오,KR7067370007
1298,A067390,아스트,KR7067390005
1299,A067570,엔브이에이치코리아,KR7067570002
1300,A067630,HLB생명과학,KR7067630004
1301,A067730,로지시스,KR7067730002
1302,A067770,세진티에스,KR7067770008
1303,A067830,세이브존I&C,KR7067830000
1304,A067900,와이엔텍,KR7067900001
1305,A067920,이글루,KR7067920009
1306,A067990,도이치모터스,KR7067990002
1307,A068050,팬엔터테인먼트,KR7068050004
1308,A068240,다원시스,KR7068240001
1309,A068270,셀트리온,KR7068270008
1310,A068290,삼성출판사,KR7068290006
1311,A068330,일신바이오,KR7068330000
1312,A068400,SK렌터카,KR7068400001
1313,A068420,엔터미디어,KR7068420009
1314,A068750,곰앤컴퍼니,KR7068750009
1315,A068760,셀트리온제약,KR7068760008
1316,A068790,DMS,KR7068790005
1317,A068930,디지털대성,KR7068930007
1318,A068940,셀피글로벌,KR7068940006
1319,A069080,웹젠,KR7069080000
1320,A069110,코스온,KR7069110005
1321,A069140,누리플랜,KR7069140002
1322,A069260,TKG휴켐스,KR7069260008
1323,A069330,유아이디,KR7069330009
1324,A069410,엔텔스,KR7069410009
1325,A069460,대호에이엘,KR7069460004
1326,A069500,KODEX 200,KR7069500007
1327,A069510,에스텍,KR7069510006
1328,A069540,라이트론,KR7069540003
1329,A069620,대웅제약,KR7069620003
1330,A069640,한세엠케이,KR7069640001
1331,A069660,KOSEF 200,KR7069660009
1332,A069730,DSR제강,KR7069730000
1333,A069920,아이에스이커머스,KR7069920007
1334,A069960,현대백화점,KR7069960003
1335,A070080,삼보오토,KR7070080007
1336,A070300,엑스큐어,KR7070300009
1337,A070340,서진캠,KR7070340005
1338,A070480,신비앤텍,KR7070480009
1339,A070590,한솔인티큐브,KR7070590005
1340,A070960,용평리조트,KR7070960000
1341,A071050,한국금융지주,KR7071050009
1342,A071055,한국금융지주우,KR7071051007
1343,A071090,하이스틸,KR7071090005
1344,A071200,인피니트헬스케어,KR7071200000
1345,A071280,로체시스템즈,KR7071280002
1346,A071320,지역난방공사,KR7071320006
1347,A071460,위니아,KR7071460000
1348,A071670,에이테크솔루션,KR7071670004
1349,A071840,롯데하이마트,KR7071840003
1350,A071850,캐스텍코리아,KR7071850002
1351,A071950,코아스,KR7071950000
1352,A071970,STX중공업,KR7071970008
1353,A072020,중앙백신,KR7072020001
1354,A072130,유엔젤,KR7072130008
1355,A072470,우리산업홀딩스,KR7072470008
1356,A072520,제넨바이오,KR7072520000
1357,A072610,티맥스소프트,KR7072610009
1358,A072700,더존홀딩스,KR7072700008
1359,A072710,농심홀딩스,KR7072710007
1360,A072770,율호,KR7072770001
1361,A072870,메가스터디,KR7072870009
1362,A072950,빛샘전자,KR7072950009
1363,A072990,에이치시티,KR7072990005
1364,A073010,케이에스피,KR7073010001
1365,A073110,엘엠에스,KR7073110009
1366,A073190,듀오백,KR7073190001
1367,A073240,금호타이어,KR7073240004
1368,A073490,이노와이어리스,KR7073490005
1369,A073540,에프알텍,KR7073540007
1370,A073560,우리손에프앤지,KR7073560005
1371,A073570,리튬포어스,KR7073570004
1372,A073640,테라사이언스,KR7073640005
1373,A073960,씨브이네트,KR7073960007
1374,A074430,아미노로직스,KR7074430000
1375,A074600,원익QnC,KR7074600008
1376,A074610,이엔플러스,KR7074610007
1377,A074750,뉴젠팜,KR7074750001
1378,A075120,현대아산,KR7075120006
1379,A075130,플랜티넷,KR7075130005
1380,A075180,새론오토모티브,KR7075180000
1381,A075580,세진중공업,KR7075580001
1382,A075970,동국알앤에스,KR7075970004
1383,A076080,웰크론한텍,KR7076080001
1384,A076340,관악산업,KR7076340009
1385,A076610,해성옵틱스,KR7076610005
1386,A077360,덕산하이메탈,KR7077360006
1387,A077500,유니퀘스트,KR7077500007
1388,A077970,STX엔진,KR7077970002
1389,A078000,텔코웨어,KR7078000007
1390,A078020,이베스트투자증권,KR7078020005
1391,A078060,매일방송,KR7078060001
1392,A078070,유비쿼스홀딩스,KR7078070000
1393,A078130,국일제지,KR7078130002
1394,A078140,대봉엘에스,KR7078140001
1395,A078150,HB테크놀러지,KR7078150000
1396,A078160,메디포스트,KR7078160009
1397,A078340,컴투스,KR7078340007
1398,A078350,한양디지텍,KR7078350006
1399,A078520,에이블씨엔씨,KR7078520004
1400,A078590,디아크,KR7078590007
1401,A078600,대주전자재료,KR7078600004
1402,A078650,지나인제약,KR7078650009
1403,A078860,아이오케이,KR7078860004
1404,A078890,가온그룹,KR7078890001
1405,A078930,GS,KR7078930005
1406,A078935,GS우,KR7078931003
1407,A078940,코드네이처,KR7078940004
1408,A079000,와토스코리아,KR7079000006
1409,A079160,CJ CGV,KR7079160008
1410,A079170,한창산업,KR7079170007
1411,A079180,내일신문,KR7079180006
1412,A079190,케스피온,KR7079190005
1413,A079370,제우스,KR7079370003
1414,A079430,현대리바트,KR7079430005
1415,A079550,LIG넥스원,KR7079550000
1416,A079650,서산,KR7079650008
1417,A079810,디이엔티,KR7079810008
1418,A079940,가비아,KR7079940003
1419,A079950,인베니아,KR7079950002
1420,A079960,동양이엔피,KR7079960001
