,종목코드,종목명,fullCode
1421,A079970,투비소프트,KR7079970000
1422,A079980,휴비스,KR7079980009
1423,A080000,에스엔유,KR7080000003
1424,A080010,이상네트웍스,KR7080010002
1425,A080160,모두투어,KR7080160005
1426,A080220,제주반도체,KR7080220007
1427,A080420,모다이노칩,KR7080420003
1428,A080470,성창오토텍,KR7080470008
1429,A080520,오디텍,KR7080520000
1430,A080530,코디,KR7080530009
1431,A080580,오킨스전자,KR7080580004
1432,A080640,미라콤아이앤씨,KR7080640006
1433,A080720,한국유니온제약,KR7080720006
1434,A081000,일진다이아,KR7081000002
1435,A081150,티플랙스,KR7081150005
1436,A081580,성우전자,KR7081580003
1437,A081660,휠라홀딩스,KR7081660003
1438,A082210,옵트론텍,KR7082210006
1439,A082270,젬백스,KR7082270000
1440,A082640,동양생명,KR7082640004
1441,A082660,코스나인,KR7082660002
1442,A082740,HSD엔진,KR7082740002
1443,A082800,비보존 제약,KR7082800004
1444,A082850,우리바이오,KR7082850009
1445,A082920,비츠로셀,KR7082920000
1446,A083310,엘오티베큠,KR7083310003
1447,A083420,그린케미칼,KR7083420000
1448,A083450,GST,KR7083450007
1449,A083470,이엠앤아이,KR7083470005
1450,A083500,에프엔에스테크,KR7083500009
1451,A083550,케이엠,KR7083550004
1452,A083640,인콘,KR7083640003
1453,A083650,비에이치아이,KR7083650002
1454,A083660,CSA 코스믹,KR7083660001
1455,A083790,크리스탈지노믹스,KR7083790006
1456,A083930,아바코,KR7083930008
1457,A084010,대한제강,KR7084010008
1458,A084110,휴온스글로벌,KR7084110006
1459,A084180,수성샐바시온,KR7084180009
1460,A084370,유진테크,KR7084370006
1461,A084440,유비온,KR7084440007
1462,A084650,랩지노믹스,KR7084650001
1463,A084670,동양고속,KR7084670009
1464,A084680,이월드,KR7084680008
1465,A084690,대상홀딩스,KR7084690007
1466,A084695,대상홀딩스우,KR7084691005
1467,A084730,팅크웨어,KR7084730001
1468,A084820,피케이밸브앤엔지니어링,KR7084820000
1469,A084850,아이티엠반도체,KR7084850007
1470,A084870,TBH글로벌,KR7084870005
1471,A084990,헬릭스미스,KR7084990001
1472,A085310,엔케이,KR7085310001
1473,A085370,루트로닉,KR7085370005
1474,A08537M,루트로닉3우C,KR708537K039
1475,A085620,미래에셋생명,KR7085620003
1476,A085660,차바이오텍,KR7085660009
1477,A085670,뉴프렉스,KR7085670008
1478,A085810,알티캐스트,KR7085810000
1479,A085910,네오티스,KR7085910008
1480,A086040,바이오톡스텍,KR7086040003
1481,A086060,진바이오텍,KR7086060001
1482,A086220,비엘헬스케어,KR7086220001
1483,A086280,현대글로비스,KR7086280005
1484,A086390,유니테스트,KR7086390002
1485,A086450,동국제약,KR7086450004
1486,A086460,큐러블,KR7086460003
1487,A086520,에코프로,KR7086520004
1488,A086670,비엠티,KR7086670007
1489,A086710,선진뷰티사이언스,KR7086710001
1490,A086790,하나금융지주,KR7086790003
1491,A086820,바이오솔루션,KR7086820008
1492,A086890,이수앱지스,KR7086890001
1493,A086900,메디톡스,KR7086900008
1494,A086960,MDS테크,KR7086960002
1495,A086980,쇼박스,KR7086980000
1496,A087010,펩트론,KR7087010005
1497,A087260,모바일어플라이언스,KR7087260006
1498,A087600,픽셀플러스,KR7087600003
1499,A087800,케이디비생명,KR7087800009
1500,A088130,동아엘텍,KR7088130000
1501,A088260,이리츠코크렙,KR7088260005
1502,A088290,이원컴포텍,KR7088290002
1503,A088350,한화생명,KR7088350004
1504,A088390,이녹스,KR7088390000
1505,A088790,진도,KR7088790001
1506,A088800,에이스테크,KR7088800008
1507,A088910,동우팜투테이블,KR7088910005
1508,A088980,맥쿼리인프라,KR7088980008
1509,A089010,켐트로닉스,KR7089010003
1510,A089030,테크윙,KR7089030001
1511,A089140,넥스턴바이오,KR7089140008
1512,A089150,케이씨티,KR7089150007
1513,A089230,THE E&M,KR7089230007
1514,A089470,HDC현대EP,KR7089470009
1515,A089530,에이티세미콘,KR7089530000
1516,A089590,제주항공,KR7089590004
1517,A089600,나스미디어,KR7089600001
1518,A089790,제이티,KR7089790000
1519,A089850,유비벨록스,KR7089850002
1520,A089860,롯데렌탈,KR7089860001
1521,A089890,코세스,KR7089890008
1522,A089970,에이피티씨,KR7089970008
1523,A089980,상아프론테크,KR7089980007
1524,A090080,평화산업,KR7090080003
1525,A090120,잘만테크,KR7090120007
1526,A090150,아이윈,KR7090150004
1527,A090350,노루페인트,KR7090350000
1528,A090355,노루페인트우,KR7090351008
1529,A090360,로보스타,KR7090360009
1530,A090370,메타랩스,KR7090370008
1531,A090410,덕신하우징,KR7090410002
1532,A090430,아모레퍼시픽,KR7090430000
1533,A090435,아모레퍼시픽우,KR7090431008
1534,A090460,비에이치,KR7090460007
1535,A090470,제이스텍,KR7090470006
1536,A090710,휴림로봇,KR7090710005
1537,A090850,현대이지웰,KR7090850009
1538,A091090,세원이앤씨,KR7091090001
1539,A091120,이엠텍,KR7091120006
1540,A091160,KODEX 반도체,KR7091160002
1541,A091170,KODEX 은행,KR7091170001
1542,A091180,KODEX 자동차,KR7091180000
1543,A091220,TIGER 은행,KR7091220004
1544,A091230,TIGER 반도체,KR7091230003
1545,A091340,S&K폴리텍,KR7091340000
1546,A091440,텔레필드,KR7091440008
1547,A091580,상신이디피,KR7091580001
1548,A091590,남화토건,KR7091590000
1549,A091700,파트론,KR7091700005
1550,A091810,티웨이항공,KR7091810002
1551,A091970,나노캠텍,KR7091970004
1552,A091990,셀트리온헬스케어,KR7091990002
1553,A092040,아미코젠,KR7092040005
1554,A092070,디엔에프,KR7092070002
1555,A092130,이크레더블,KR7092130004
1556,A092190,서울바이오시스,KR7092190008
1557,A092200,디아이씨,KR7092200005
1558,A092220,KEC,KR7092220003
1559,A092230,KPX홀딩스,KR7092230002
1560,A092300,현우산업,KR7092300003
1561,A092440,기신정기,KR7092440007
1562,A092460,한라IMS,KR7092460005
1563,A092590,럭스피아,KR7092590009
1564,A092600,앤씨앤,KR7092600006
1565,A092730,네오팜,KR7092730001
1566,A092780,동양피스톤,KR7092780006
1567,A092870,엑시콘,KR7092870005
1568,A093050,LF,KR7093050003
1569,A093190,빅솔론,KR7093190007
1570,A093230,이아이디,KR7093230001
1571,A093240,형지엘리트,KR7093240000
1572,A093320,케이아이엔엑스,KR7093320000
1573,A093370,후성,KR7093370005
1574,A093380,풍강,KR7093380004
1575,A093510,엔지브이아이,KR7093510006
1576,A093520,매커스,KR7093520005
1577,A093640,케이알엠,KR7093640001
1578,A093920,서원인텍,KR7093920007
1579,A094170,동운아나텍,KR7094170008
1580,A094280,효성ITX,KR7094280005
1581,A094360,칩스앤미디어,KR7094360005
1582,A094480,갤럭시아머니트리,KR7094480001
1583,A094800,맵스리얼티1,KR7094800000
1584,A094820,일진파워,KR7094820008
1585,A094840,슈프리마에이치큐,KR7094840006
1586,A094850,참좋은여행,KR7094850005
1587,A094860,네오리진,KR7094860004
1588,A094930,코스텔,KR7094930005
1589,A094940,푸른기술,KR7094940004
1590,A094970,제이엠티,KR7094970001
1591,A095190,이엠코리아,KR7095190005
1592,A095270,웨이브일렉트로,KR7095270005
1593,A095340,ISC,KR7095340006
1594,A095500,미래나노텍,KR7095500005
1595,A095570,AJ네트웍스,KR7095570008
1596,A095610,테스,KR7095610002
1597,A095660,네오위즈,KR7095660007
1598,A095700,제넥신,KR7095700001
1599,A095720,웅진씽크빅,KR7095720009
1600,A095910,에스에너지,KR7095910006
1601,A096040,이트론,KR7096040001
1602,A096240,크레버스,KR7096240007
1603,A096250,와이즈넛,KR7096250006
1604,A096350,대창솔루션,KR7096350004
1605,A096530,씨젠,KR7096530001
1606,A096610,알에프세미,KR7096610001
1607,A096630,에스코넥,KR7096630009
1608,A096640,멜파스,KR7096640008
1609,A096690,에이루트,KR7096690003
1610,A096760,JW홀딩스,KR7096760004
1611,A096770,SK이노베이션,KR7096770003
1612,A096775,SK이노베이션우,KR7096771001
1613,A096870,엘디티,KR7096870001
1614,A097230,HJ중공업,KR7097230007
1615,A097520,엠씨넥스,KR7097520001
1616,A097780,에스맥,KR7097780001
1617,A097800,윈팩,KR7097800007
1618,A097870,효성오앤비,KR7097870000
1619,A097950,CJ제일제당,KR7097950000
1620,A097955,CJ제일제당 우,KR7097951008
1621,A098120,마이크로컨텍솔,KR7098120009
1622,A098460,고영,KR7098460009
1623,A098560,TIGER 방송통신,KR7098560006
1624,A098660,에스티오,KR7098660004
1625,A099140,KODEX 차이나H,KR7099140006
1626,A099190,아이센스,KR7099190001
1627,A099220,SDN,KR7099220006
1628,A099320,쎄트렉아이,KR7099320004
1629,A099390,브레인즈컴퍼니,KR7099390007
1630,A099410,동방선기,KR7099410003
1631,A099430,바이오플러스,KR7099430001
1632,A099440,스맥,KR7099440000
1633,A099520,ITX-AI,KR7099520009
1634,A099620,코엔스,KR7099620007
1635,A099750,이지케어텍,KR7099750002
1636,A100030,인지소프트,KR7100030006
1637,A100090,SK오션플랜트,KR7100090000
1638,A100120,뷰웍스,KR7100120005
1639,A100130,동국S&C,KR7100130004
1640,A100220,비상교육,KR7100220003
1641,A100250,진양홀딩스,KR7100250000
1642,A100590,머큐리,KR7100590009
1643,A100660,서암기계공업,KR7100660000
1644,A100700,세운메디칼,KR7100700004
1645,A100790,미래에셋벤처투자,KR7100790005
1646,A100840,SNT에너지,KR7100840008
1647,A100910,KOSEF KRX100,KR7100910009
1648,A101000,상상인인더스트리,KR7101000008
1649,A101140,인바이오젠,KR7101140002
1650,A101160,월덱스,KR7101160000
1651,A101170,우림피티에스,KR7101170009
1652,A101240,씨큐브,KR7101240000
1653,A101280,KODEX 일본TOPIX100,KR7101280006
1654,A101330,모베이스,KR7101330009
1655,A101360,에코앤드림,KR7101360006
1656,A101390,아이엠,KR7101390003
1657,A101400,엔시트론,KR7101400000
1658,A101490,에스앤에스텍,KR7101490001
1659,A101530,해태제과식품,KR7101530004
1660,A101670,하이드로리튬,KR7101670008
1661,A101680,한국정밀기계,KR7101680007
1662,A101730,위메이드맥스,KR7101730000
1663,A101910,디비메탈,KR7101910008
1664,A101930,인화정공,KR7101930006
1665,A102110,TIGER 200,KR7102110004
1666,A102120,어보브반도체,KR7102120003
1667,A102260,동성케미컬,KR7102260007
1668,A102280,쌍방울,KR7102280005
1669,A102370,케이옥션,KR7102370004
1670,A102460,이연제약,KR7102460003
1671,A102600,메가젠임플란트,KR7102600004
1672,A102710,이엔에프테크놀로지,KR7102710001
1673,A102780,KODEX 삼성그룹,KR7102780004
1674,A102940,코오롱생명과학,KR7102940004
1675,A102950,아하,KR7102950003
1676,A102960,KODEX 기계장비,KR7102960002
1677,A102970,KODEX 증권,KR7102970001
1678,A103140,풍산,KR7103140000
1679,A103230,에스앤더블류,KR7103230009
1680,A103590,일진전기,KR7103590006
1681,A103660,씨앗,KR7103660007
1682,A103840,우양,KR7103840005
1683,A104040,대성파인텍,KR7104040001
1684,A104200,NHN벅스,KR7104200001
1685,A104230,LS전선,KR7104230008
1686,A104460,디와이피엔에프,KR7104460001
1687,A104480,티케이케미칼,KR7104480009
1688,A104520,KOSEF 블루칩,KR7104520002
1689,A104530,KOSEF 고배당,KR7104530001
1690,A104540,코렌텍,KR7104540000
1691,A104620,노랑풍선,KR7104620000
1692,A104690,제이앤드,KR7104690003
1693,A104700,한국철강,KR7104700000
1694,A104770,IBK투자증권,KR7104770003
1695,A104830,원익머트리얼즈,KR7104830005
1696,A105010,TIGER 라틴35,KR7105010003
1697,A105190,ACE 200,KR7105190003
1698,A105330,케이엔더블유,KR7105330005
1699,A105550,트루윈,KR7105550008
1700,A105560,KB금융,KR7105560007
1701,A105630,한세실업,KR7105630008
1702,A105700,동우당제약,KR7105700009
1703,A105740,디케이락,KR7105740005
1704,A105780,KBSTAR 5대그룹주,KR7105780001
1705,A105840,우진,KR7105840003
1706,A106080,하이소닉,KR7106080005
1707,A106190,하이텍팜,KR7106190002
1708,A106240,파인테크닉스,KR7106240005
1709,A106520,노블엠앤비,KR7106520000
1710,A107590,미원홀딩스,KR7107590002
1711,A107600,새빗켐,KR7107600009
1712,A107640,한중엔시에스,KR7107640005
1713,A108230,톱텍,KR7108230004
1714,A108320,LX세미콘,KR7108320003
1715,A108380,대양전기공업,KR7108380007
1716,A108450,ACE 삼성그룹섹터가중,KR7108450008
1717,A108490,로보티즈,KR7108490004
1718,A108590,TREX 200,KR7108590001
1719,A108670,LX하우시스,KR7108670001
1720,A108675,LX하우시스우,KR7108671009
1721,A108860,셀바스AI,KR7108860008
1722,A109070,컨버즈,KR7109070003
1723,A109080,옵티시스,KR7109080002
1724,A109610,에스와이,KR7109610006
1725,A109740,디에스케이,KR7109740001
1726,A109820,진매트릭스,KR7109820001
1727,A109860,동일금속,KR7109860007
1728,A109960,에이프로젠 H&G,KR7109960005
1729,A110020,전진바이오팜,KR7110020005
1730,A110030,완도전복,KR7110030004
1731,A110790,크리스에프앤씨,KR7110790003
1732,A110990,디아이티,KR7110990009
1733,A111110,호전실업,KR7111110003
1734,A111710,남화산업,KR7111710000
1735,A111770,영원무역,KR7111770004
1736,A111870,KH 전자,KR7111870002
1737,A112040,위메이드,KR7112040001
1738,A112190,KC산업,KR7112190004
1739,A112290,와이씨켐,KR7112290002
1740,A112610,씨에스윈드,KR7112610001
1741,A113810,디젠스,KR7113810006
1742,A114090,GKL,KR7114090004
1743,A114100,KBSTAR 국고채3년,KR7114100001
1744,A114120,크루셜텍,KR7114120009
1745,A114190,강원에너지,KR7114190002
1746,A114260,KODEX 국고채3년,KR7114260003
1747,A114290,에스코어,KR7114290000
1748,A114450,그린생명과학,KR7114450000
1749,A114460,ACE 국고채3년,KR7114460009
1750,A114470,KOSEF 국고채3년,KR7114470008
1751,A114630,폴라리스우노,KR7114630007
1752,A114750,와이디생명과학,KR7114750003
1753,A114800,KODEX 인버스,KR7114800006
1754,A114810,한솔아이원스,KR7114810005
1755,A114820,TIGER 국채3년,KR7114820004
1756,A114840,아이패밀리에스씨,KR7114840002
1757,A114920,대주이엔티,KR7114920002
1758,A115160,휴맥스,KR7115160004
1759,A115180,큐리언트,KR7115180002
1760,A115310,인포바인,KR7115310005
1761,A115390,락앤락,KR7115390007
1762,A115440,우리넷,KR7115440000
1763,A115450,HLB테라퓨틱스,KR7115450009
1764,A115480,씨유메디칼,KR7115480006
1765,A115500,케이씨에스,KR7115500001
1766,A115530,씨엔플러스,KR7115530008
1767,A115570,스타플렉스,KR7115570004
1768,A115610,이미지스,KR7115610008
1769,A115960,연우,KR7115960007
1770,A116100,태양기계,KR7116100009
1771,A117460,KODEX 에너지화학,KR7117460006
1772,A117580,대성에너지,KR7117580001
1773,A117670,알파홀딩스,KR7117670000
1774,A117680,KODEX 철강,KR7117680009
1775,A117690,TIGER 차이나항셍25,KR7117690008
1776,A117700,KODEX 건설,KR7117700005
1777,A117730,티로보틱스,KR7117730002
1778,A118000,더메디팜,KR7118000009
1779,A118970,카나리아바이오엠,KR7118970003
1780,A118990,모트렉스,KR7118990001
1781,A119500,포메탈,KR7119500007
1782,A119610,인터로조,KR7119610004
1783,A119650,KC코트렐,KR7119650000
1784,A119830,아이텍,KR7119830008
1785,A119850,지엔씨에너지,KR7119850006
1786,A119860,커넥트웨이브,KR7119860005
1787,A120030,조선선재,KR7120030002
1788,A120110,코오롱인더,KR7120110002
1789,A120115,코오롱인더우,KR7120111000
1790,A120240,대정화금,KR7120240007
1791,A121060,유니포인트,KR7121060008
1792,A121440,골프존뉴딘홀딩스,KR7121440002
1793,A121600,나노신소재,KR7121600001
1794,A121800,비덴트,KR7121800007
1795,A121850,코이즈,KR7121850002
1796,A121890,에스디시스템,KR7121890008
1797,A122090,ARIRANG 코스피50,KR7122090004
1798,A122260,KOSEF 통안채1년,KR7122260003
1799,A122310,제노레이,KR7122310006
1800,A122350,삼기,KR7122350002
1801,A122450,KX,KR7122450000
1802,A122630,KODEX 레버리지,KR7122630007
1803,A122640,예스티,KR7122640006
1804,A122690,서진오토모티브,KR7122690001
1805,A122830,원포유,KR7122830003
1806,A122870,와이지엔터테인먼트,KR7122870009
1807,A122900,아이마켓코리아,KR7122900004
1808,A122990,와이솔,KR7122990005
1809,A123010,아이윈플러스,KR7123010001
1810,A123040,엠에스오토텍,KR7123040008
1811,A123310,TIGER 인버스,KR7123310005
1812,A123320,TIGER 레버리지,KR7123320004
1813,A123330,제닉,KR7123330003
1814,A123410,코리아에프티,KR7123410003
1815,A123420,위메이드플레이,KR7123420002
1816,A123570,이엠넷,KR7123570004
1817,A123690,한국화장품,KR7123690000
1818,A123700,SJM,KR7123700007
1819,A123750,알톤스포츠,KR7123750002
1820,A123840,한일진공,KR7123840001
1821,A123860,아나패스,KR7123860009
1822,A123890,한국자산신탁,KR7123890006
1823,A123900,골든블루,KR7123900003
1824,A124500,아이티센,KR7124500000
1825,A124560,태웅로직스,KR7124560004
1826,A125210,아모그린텍,KR7125210005
1827,A126340,비나텍,KR7126340009
1828,A126560,현대퓨처넷,KR7126560002
1829,A126600,BGF에코머티리얼즈,KR7126600006
1830,A126640,화신정공,KR7126640002
1831,A126700,하이비젼시스템,KR7126700004
1832,A126720,수산인더스트리,KR7126720002
1833,A126880,제이엔케이히터,KR7126880004
1834,A127120,디엔에이링크,KR7127120004
1835,A127710,아시아경제,KR7127710002
1836,A127980,화인써키트,KR7127980001
1837,A128540,에코캡,KR7128540002
1838,A128660,피제이메탈,KR7128660008
1839,A128820,대성산업,KR7128820008
1840,A128940,한미약품,KR7128940004
1841,A129050,앤알커뮤니,KR7129050001
1842,A129260,인터지스,KR7129260006
1843,A129890,앱코,KR7129890000
1844,A129920,대성하이텍,KR7129920005
1845,A130480,핀플넷,KR7130480007
1846,A130500,GH신소재,KR7130500002
1847,A130580,나이스디앤비,KR7130580004
1848,A130660,한전산업,KR7130660004
1849,A130680,TIGER 원유선물Enhanced(H),KR7130680002
1850,A130730,KOSEF 단기자금,KR7130730005
1851,A130740,티피씨글로벌,KR7130740004
1852,A131030,옵투스제약,KR7131030009
1853,A131090,시큐브,KR7131090003
1854,A131100,초록뱀이앤엠,KR7131100000
1855,A131180,딜리,KR7131180002
1856,A131220,대한과학,KR7131220006
1857,A131290,티에스이,KR7131290009
1858,A131370,알서포트,KR7131370009
1859,A131400,이브이첨단소재,KR7131400004
1860,A131760,파인텍,KR7131760001
1861,A131890,ACE 삼성그룹동일가중,KR7131890006
1862,A131970,두산테스나,KR7131970006
1863,A132030,KODEX 골드선물(H),KR7132030008
1864,A133690,TIGER 미국나스닥100,KR7133690008
1865,A133750,메가엠디,KR7133750000
1866,A133820,화인베스틸,KR7133820001
1867,A134060,이퓨쳐,KR7134060003
1868,A134380,미원화학,KR7134380005
1869,A134580,탑코미디어,KR7134580000
1870,A134610,HK자산관리대부,KR7134610005
1871,A134790,시디즈,KR7134790005
1872,A136340,KBSTAR 중기우량회사채,KR7136340007
1873,A136410,아셈스,KR7136410008
1874,A136480,하림,KR7136480001
1875,A136490,선진,KR7136490000
1876,A136510,스마트솔루션즈,KR7136510005
1877,A136540,윈스,KR7136540002
1878,A136660,큐엠씨,KR7136660008
1879,A136790,동화일렉트로라이트,KR7136790003
1880,A137080,나래나노텍,KR7137080008
1881,A137310,에스디바이오센서,KR7137310009
1882,A137400,피엔티,KR7137400008
1883,A137610,TIGER 농산물선물Enhanced(H),KR7137610002
1884,A137930,마이다스 200커버드콜5%OTM,KR7137930004
1885,A137940,넥스트아이,KR7137940003
1886,A137950,제이씨케미칼,KR7137950002
1887,A138040,메리츠금융지주,KR7138040001
1888,A138070,신진에스엠,KR7138070008
1889,A138080,오이솔루션,KR7138080007
1890,A138230,KOSEF 미국달러선물,KR7138230008
1891,A138360,협진,KR7138360003
1892,A138490,코오롱플라스틱,KR7138490008
1893,A138520,TIGER 삼성그룹펀더멘털,KR7138520002
1894,A138530,TIGER LG그룹+펀더멘털,KR7138530001
1895,A138540,TIGER 현대차그룹+펀더멘털,KR7138540000
1896,A138580,비즈니스온,KR7138580006
1897,A138610,나이벡,KR7138610001
1898,A138690,엘아이에스,KR7138690003
1899,A138910,KODEX 구리선물(H),KR7138910005
1900,A138920,KODEX 콩선물(H),KR7138920004
1901,A138930,BNK금융지주,KR7138930003
1902,A139050,시티랩스,KR7139050009
1903,A139130,DGB금융지주,KR7139130009
1904,A139220,TIGER 200 건설,KR7139220008
1905,A139230,TIGER 200 중공업,KR7139230007
1906,A139240,TIGER 200 철강소재,KR7139240006
1907,A139250,TIGER 200 에너지화학,KR7139250005
1908,A139260,TIGER 200 IT,KR7139260004
1909,A139270,TIGER 200 금융,KR7139270003
1910,A139280,TIGER 경기방어,KR7139280002
1911,A139290,TIGER 200 경기소비재,KR7139290001
1912,A139310,TIGER 금속선물(H),KR7139310007
1913,A139320,TIGER 금은선물(H),KR7139320006
1914,A139480,이마트,KR7139480008
1915,A139660,KOSEF 미국달러선물인버스,KR7139660005
1916,A139670,키네마스터,KR7139670004
1917,A139990,아주스틸,KR7139990006
1918,A140070,서플러스글로벌,KR7140070004
1919,A140310,자일자동차,KR7140310004
1920,A140320,대우산업개발,KR7140320003
1921,A140410,메지온,KR7140410002
1922,A140520,대창스틸,KR7140520008
1923,A140570,KBSTAR 수출주,KR7140570003
1924,A140580,KBSTAR 우량업종,KR7140580002
1925,A140610,엔솔바이오사이언스,KR7140610007
1926,A140660,위월드,KR7140660002
1927,A140670,알에스오토메이션,KR7140670001
1928,A140700,KODEX 보험,KR7140700006
1929,A140710,KODEX 운송,KR7140710005
1930,A140860,파크시스템스,KR7140860008
1931,A140910,에이리츠,KR7140910001
1932,A140950,파워 코스피100,KR7140950007
1933,A141000,비아트론,KR7141000000
1934,A141020,디에스앤엘,KR7141020008
1935,A141080,레고켐바이오,KR7141080002
1936,A141110,에이플러스라이프,KR7141110007
1937,A142210,유니트론텍,KR7142210004
1938,A142280,녹십자엠에스,KR7142280007
1939,A142760,비엘,KR7142760008
1940,A143160,아이디스,KR7143160000
1941,A143210,핸즈코퍼레이션,KR7143210003
1942,A143240,사람인,KR7143240000
1943,A143460,ACE 밸류대형,KR7143460004
1944,A143540,영우디에스피,KR7143540003
1945,A143850,TIGER 미국S&P500선물(H),KR7143850006
1946,A143860,TIGER 헬스케어,KR7143860005
1947,A144510,지씨셀,KR7144510005
1948,A144600,KODEX 은선물(H),KR7144600004
1949,A144960,뉴파워프라즈마,KR7144960002
1950,A145020,휴젤,KR7145020004
1951,A145210,다이나믹디자인,KR7145210001
1952,A145270,케이탑리츠,KR7145270005
1953,A145670,ACE 인버스,KR7145670006
1954,A145720,덴티움,KR7145720009
1955,A145850,TREX 펀더멘탈 200,KR7145850004
1956,A145990,삼양사,KR7145990008
1957,A145995,삼양사우,KR7145991006
1958,A146320,비씨엔씨,KR7146320007
1959,A146930,코잇,KR7146930003
1960,A147760,피엠티,KR7147760003
1961,A147830,제룡산업,KR7147830004
1962,A147970,TIGER 모멘텀,KR7147970008
1963,A148020,KBSTAR 200,KR7148020001
1964,A148070,KOSEF 국고채10년,KR7148070006
1965,A148140,비디아이,KR7148140007
1966,A148150,세경하이테크,KR7148150006
1967,A148250,알엔투테크놀로지,KR7148250004
1968,A148780,비플라이소프트,KR7148780000
1969,A148930,에이치와이티씨,KR7148930001
1970,A149010,아이케이세미콘,KR7149010001
1971,A149300,아퓨어스,KR7149300006
1972,A149950,아바텍,KR7149950008
1973,A149980,하이로닉,KR7149980005
1974,A150440,피노텍,KR7150440006
1975,A150460,TIGER 중국소비테마,KR7150460004
1976,A150840,인트로메딕,KR7150840007
1977,A150900,파수,KR7150900009
1978,A151860,KG ETS,KR7151860004
1979,A151910,SBW생명과학,KR7151910007
1980,A152100,ARIRANG 200,KR7152100004
1981,A152380,KODEX 국채선물10년,KR7152380002
1982,A152500,ACE 레버리지,KR7152500005
1983,A152550,한국ANKOR유전,KR7152550000
1984,A152870,파워 200,KR7152870002
1985,A153130,KODEX 단기채권,KR7153130000
1986,A153270,KOSEF 코스피100,KR7153270004
1987,A153460,네이블,KR7153460001
1988,A153490,우리이앤엘,KR7153490008
1989,A153710,옵티팜,KR7153710009
1990,A154030,아시아종묘,KR7154030001
1991,A154040,다산솔루에타,KR7154040000
1992,A155650,와이엠씨,KR7155650005
1993,A155660,DSR,KR7155660004
1994,A155900,바다로19호,KR7155900004
1995,A156080,KODEX MSCI Korea,KR7156080004
1996,A156100,엘앤케이바이오,KR7156100000
1997,A157450,TIGER 단기통안채,KR7157450008
1998,A157490,TIGER 소프트웨어,KR7157490004
1999,A157500,TIGER 증권,KR7157500000
2000,A158430,아톤,KR7158430009
2001,A159010,아스플로,KR7159010008
2002,A159580,제로투세븐,KR7159580000
2003,A159800,마이티 코스피100,KR7159800002
2004,A159910,스킨앤스킨,KR7159910009
2005,A160550,NEW,KR7160550000
2006,A160580,TIGER 구리실물,KR7160580007
2007,A160600,이큐셀,KR7160600003
2008,A160980,싸이맥스,KR7160980009
2009,A161000,애경케미칼,KR7161000005
2010,A161390,한국타이어앤테크놀로지,KR7161390000
2011,A161510,ARIRANG 고배당주,KR7161510003
2012,A161570,THE MIDONG,KR7161570007
2013,A161580,필옵틱스,KR7161580006
2014,A161890,한국콜마,KR7161890009
2015,A161990,삼보컴퓨터,KR7161990007
2016,A162120,루켄테크놀러지스,KR7162120000
2017,A162300,신스틸,KR7162300008
2018,A163430,디피코,KR7163430002
2019,A163560,동일고무벨트,KR7163560006
2020,A163730,핑거,KR7163730005
2021,A164060,이루다,KR7164060006
2022,A166090,하나머티리얼즈,KR7166090001
2023,A166220,지에스엘,KR7166220004
2024,A166400,TIGER 200커버드콜5%OTM,KR7166400002
2025,A166480,코아스템켐온,KR7166480004
2026,A167860,KOSEF 국고채10년레버리지,KR7167860006
2027,A168300,KTOP 코스피50,KR7168300002
2028,A168330,내츄럴엔도텍,KR7168330009
2029,A168360,펨트론,KR7168360006
2030,A168490,한국패러랠,KR7168490001
2031,A168570,산타크루즈,KR7168570000
2032,A168580,ACE 중국본토CSI300,KR7168580009
2033,A169330,엠브레인,KR7169330008
2034,A169670,코스텍시스템,KR7169670007
2035,A169950,KODEX 차이나A50,KR7169950003
2036,A170030,현대공업,KR7170030001
2037,A170790,파이오링크,KR7170790000
2038,A170900,동아에스티,KR7170900005
2039,A170920,엘티씨,KR7170920003
2040,A171010,램테크놀러지,KR7171010002
2041,A171090,선익시스템,KR7171090004
2042,A171120,라이온켐텍,KR7171120009
2043,A173130,오파스넷,KR7173130006
2044,A173940,에프엔씨엔터,KR7173940008
2045,A174350,TIGER 로우볼,KR7174350009
2046,A174360,KBSTAR 중국본토대형주CSI100,KR7174360008
2047,A174880,장원테크,KR7174880005
2048,A174900,앱클론,KR7174900001
2049,A175140,인포마크,KR7175140003
2050,A175250,아이큐어,KR7175250000
2051,A175330,JB금융지주,KR7175330000
2052,A176590,코나솔,KR7176590008
2053,A176750,듀켐바이오,KR7176750008
2054,A176950,KODEX 국채선물10년인버스,KR7176950004
2055,A177350,베셀,KR7177350006
2056,A177830,파버나인,KR7177830007
2057,A178320,서진시스템,KR7178320008
2058,A178600,대동고려삼,KR7178600003
2059,A178780,일월지엠엘,KR7178780003
2060,A178920,PI첨단소재,KR7178920005
2061,A179290,엠아이텍,KR7179290002
2062,A179530,애드바이오텍,KR7179530001
2063,A179690,셀인바이오,KR7179690003
2064,A179720,렌딩머신,KR7179720008
2065,A179900,유티아이,KR7179900006
2066,A180060,탑선,KR7180060006
2067,A180400,DXVX,KR7180400004
2068,A180640,한진칼,KR7180640005
2069,A18064K,한진칼우,KR718064K016
2070,A181340,이즈미디어,KR7181340001
2071,A181480,ACE 미국다우존스리츠(합성 H),KR7181480005
2072,A181710,NHN,KR7181710005
2073,A182360,큐브엔터,KR7182360008
2074,A182400,엔케이맥스,KR7182400002
